kampanya_id;banka_adi;banka_kodu;kaynak_url;cekim_tarihi;sema_surumu;kampanya_turu;kampanya_turu__yontem;kampanya_turu__guven;urun_turu;urun_turu__yontem;urun_turu__guven;hedef_kitle;hedef_kitle__yontem;hedef_kitle__guven;kar_payi_orani;kar_payi_orani__yontem;kar_payi_orani__guven;finansman_tutari_max;finansman_tutari_max__yontem;finansman_tutari_max__guven;vade_ay_max;vade_ay_max__yontem;vade_ay_max__guven;taksit_sayisi;taksit_sayisi__yontem;taksit_sayisi__guven;tahsis_ucreti;tahsis_ucreti__yontem;tahsis_ucreti__guven;masraf_bilgisi;masraf_bilgisi__yontem;masraf_bilgisi__guven;masrafsiz_mi;masrafsiz_mi__yontem;masrafsiz_mi__guven;odul_miktari;odul_miktari__yontem;odul_miktari__guven;indirim_orani;indirim_orani__yontem;indirim_orani__guven;alisveris_puani;alisveris_puani__yontem;alisveris_puani__guven;kampanya_avantaji;kampanya_avantaji__yontem;kampanya_avantaji__guven;kampanya_bitis;kampanya_bitis__yontem;kampanya_bitis__guven;kampanya_kosullari;kampanya_kosullari__yontem;kampanya_kosullari__guven
0211-d3a7b59e5860;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/marina-mayoda-tum-urunlerde-15-indirim;2026-08-20T02:10:24.707090;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;mevcut_musteri;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;15.0;kural;0.877;;belirtilmemis;0.0;Marina Mayo'da tüm ürünlerde %15 indirim;llm;0.7;2026-12-31;hibrit;0.967;Kampanya, Emlak Katılım Paraf, Paraf Premium ve Debit kart sahiplerine açıktır. Marinatr.com ve mağazalarda geçerlidir. İndirim kodu tek seferlidir.;llm;0.7
0211-d5318f544b33;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/troy-appleda-vade-farksiz-5-aya-varan-taksit;2026-08-20T02:13:15.270171;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;0.0;kural;0.8;;belirtilmemis;0.0;18;kural;0.855;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Troy Apple mağazalarında veya www.troyestore.com'de Paraf POS ile yapılan alışverişlerde vade farksız 5 aya varan taksit imkanı.;llm;0.7;2026-08-31;hibrit;0.964;Kampanyadan Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kart sahipleri faydalanabilir. Sanal ve ek kartlar dahildir. Ödeme esnasında 3 veya 5 taksit seçilmelidir. ParafPara ile yapılan işlemler, iptal ve iadeler dahil değildir. Mağazalardan veya internetten yapılan alışverişlere sistem tarafından artı taksit uygulanmaz.;llm;0.7
0211-dacb51cc7ef2;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-kipte-5-taksit;2026-08-20T02:13:07.095909;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;5;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Paraf ile Kip'te 5 Taksit imkanı;llm;0.7;2026-08-31;hibrit;0.964;KİP mağazaları ve www.kip.com.tr'de Paraf POS'larından yapılan alışverişlerde geçerlidir. Mağazalardan yararlanmak için kampanyanın satış görevlisine belirtilmesi gerekir. Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kartlar, sanal ve ek kartlar dahildir. Debit kartlar ve ParafPara işlemleri dahil değildir.;llm;0.7
0211-e6d5b3739487;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/hizli-cicekte-tum-indirimlere-ek-20-indirim-firsati;2026-08-20T02:12:29.606134;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;20.0;kural;0.877;;belirtilmemis;0.0;Hızlı Çiçek alışverişlerinde tüm indirimlere ek %20 indirim fırsatı;llm;0.7;2026-12-31;hibrit;0.967;Emlak Katılım Paraf, Emlak Katılım Paraf Premium veya Emlak Katılım Debit kart sahipleri için geçerlidir. İndirim Hızlı Çiçek internet sitesi ve mobil uygulamasından yapılan alışverişlerde, sepet aşamasında 'EKB20' kupon kodu kullanılarak aktifleşir.;llm;0.7
0211-e899b525f122;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-dysonda-9-aya-varan-taksit;2026-08-20T02:12:45.637504;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;9;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Dyson.com.tr üzerinden yapılan alışverişlerde peşin fiyatına 6 aya varan taksit fırsatı. Belirli ürün gruplarında (mobilya, elektrikli eşya, 5.000 TL'ye kadar televizyon vb.) 9 aya varan taksit imkanı.;llm;0.7;2026-08-31;hibrit;0.964;Kampanya Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kart sahipleri içindir. Sanal ve ek kartlar dahildir. Taksit sayıları işlem anındaki üye işyeri uygulamalarına ve satın alınan ürüne bağlı olarak değişebilir. Yasal mevzuata göre elektronik eşya, tablet, sağlık ürünü, mobilya, havayolu vb. harcamalarda farklı taksit süreleri uygulanır.;llm;0.7
0211-e92840d89eb0;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-touristicacomtrde-pesin-fiyatina-9-taksit;2026-08-20T02:11:05.769966;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;9;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Peşin Fiyatına 9 Taksit imkanı;llm;0.7;2026-08-31;hibrit;0.964;Kampanya Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kart sahiplerine açıktır. Sanal ve ek kartlar dahildir. Kuzey Kıbrıs Türk Cumhuriyeti harcamalarında taksit süresi 3 ay ile sınırlıdır, yurt dışı harcamalarda taksit yapılamaz. Taksit sayısı otel bazında değişebilir.;llm;0.7
0211-ea7b03c6192a;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-zsa-zsa-zsu-magazalarinda-pesin-fiyatina-6-taksit;2026-08-20T02:12:40.278616;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;6;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Paraf ile Zsa Zsa Zsu Mağazalarında Peşin Fiyatına 6 Taksit imkanı;llm;0.7;;belirtilmemis;0.0;Kampanyadan Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kartlar faydalanabilir. Sanal ve ek kartlar dahildir. Sistem tarafından artı taksit uygulanmaz, taksit sayısı satış görevlisine bildirilmelidir.;llm;0.7
0211-eb8d61b39b3f;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-a101de-vade-farksiz-6-aya-varan-taksit-firsati;2026-08-20T02:12:59.137449;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;0.0;kural;0.8;;belirtilmemis;0.0;6;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Vade farksız, peşin fiyatına 6 aya varan taksit imkanı;llm;0.7;2026-08-31;hibrit;0.964;300 TL ve üzeri alışverişlerde geçerlidir. Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kartlar ile kullanılabilir. Yasal mevzuat uyarınca taksit yapılamayan ürünler hariçtir.;llm;0.7
0211-ef46beb155b9;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-ider-mobilyada-7-taksite-15-indirim-firsati;2026-08-20T02:11:03.070417;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;7;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;15.0;hibrit;0.877;;belirtilmemis;0.0;Paraf ile İder Mobilya mağazalarında 7 taksit imkanı ve %15 indirim fırsatı;llm;0.7;;belirtilmemis;0.0;İndirim sadece 7 ve 6 taksit için geçerlidir. İndirim satış anında uygulanır, ekstrede yer almaz. Emlak Katılım Paraf ve Paraf Premium kartlar ile geçerlidir. Sanal ve ek kartlar dahildir. ParafPara işlemleri dahil değildir.;llm;0.7
0211-f3aa4b55c880;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-divaresede-4-taksit-firsati;2026-08-20T02:12:08.209922;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;4;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Paraf ile Divarese’de 4 Taksit Fırsatı;llm;0.7;2026-08-31;hibrit;0.964;Divarese mağazaları ve www.divarese.com.tr’de Paraf POS’larından yapılacak alışverişlerde geçerlidir. Mağazalardan yararlanabilmek için kampanyanın satış görevlisine belirtilmesi gerekir. Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kartlar ile sanal ve ek kartlar dahildir.;llm;0.7
0211-f4ddf70de9c8;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/mobilya-dekorasyon-ve-yapi-marketi-alisverisinize-1250-tlye-varan-parafpara;2026-08-20T02:10:49.796478;1.2.0;alisveris_puani;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;1250.0;kural;0.848;;belirtilmemis;0.0;;belirtilmemis;0.0;Mobilya, dekorasyon ve yapı marketi alışverişlerinde 15.000 TL ile 29.999 TL arası ilk harcamaya 750 TL, 30.000 TL ile 74.999 TL arası ilk harcamaya 1.250 TL'ye varan ParafPara kazancı.;llm;0.7;2026-08-31;llm;0.75;Kampanyaya 'MOBILYA' yazıp 6026'ya SMS göndererek katılım sağlanmalıdır. Sadece Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kartlar faydalanabilir. Pazar yeri e-ticaret siteleri, finans kuruluşları, ödeme hizmet sağlayıcıları, dijital cüzdan işlemleri ve ParafPara ile yapılan harcamalar dahil değildir. Ödül, kampanyayı takip eden ayın 14'ünde yansıtılır ve kullanılmayan tutarlar 15 Ekim 2026'da geri alınır.;llm;0.7
0211-f674cc057858;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-alfemoda-8-taksit-firsati;2026-08-20T02:11:57.491437;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;8;kural;0.919;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Paraf ile Alfemo mağazalarında veya web sayfasından yapılan alışverişlerde 8 taksit imkanı;llm;0.7;;belirtilmemis;0.0;Kampanyadan Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kartlar faydalanabilir. Sanal ve ek kartlar dahildir. Mağazalardan yapılan alışverişlere sistem tarafından artı taksit uygulanmaz, taksit sayısı satış görevlisine bildirilmelidir. ParafPara ile yapılan işlemler, iptal ve iade işlemleri dahil değildir.;llm;0.7
0211-f75573f2ff39;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/paraf-ile-caspercomtrde-pesin-fiyatina-6-taksit-firsati;2026-08-20T02:11:44.078337;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;18;kural;0.855;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Casper.com.tr'de Peşin Fiyatına 6 Taksit Fırsatı (İşlem anında 3 taksit seçimi gereklidir);llm;0.7;2026-08-31;hibrit;0.964;Kampanyadan Emlak Katılım Paraf ve Emlak Katılım Paraf Premium kartlar faydalanabilir. Sanal ve ek kartlar dahildir. İşlem anında 3 taksitin seçilmesi zorunludur. İşlem sonrası artı taksit uygulanmaz. İptal/iade durumunda kampanya hakkı kaybolur.;llm;0.7
0211-f93f0eab7832;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/kampanyalar/kampanya/biletinialda-20-indirim;2026-08-20T02:11:49.408892;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;20.0;kural;0.877;;belirtilmemis;0.0;Biletinial etkinliklerinde %20 indirim;llm;0.7;2026-12-31;kural;0.887;31.12.2026 tarihine kadar geçerli. Emlak Katılım Paraf, Paraf Premium ve Debit kart sahipleri yararlanabilir. Kupon kodu (emlak20) sepette kullanılmalı. Tek seferlik kullanım, maksimum 9 bilet. Sadece belirtilen linkteki etkinliklerde geçerli. Diğer kampanyalarla birleştirilemez. Stoklarla sınırlıdır. Organizatör kuralları geçerlidir. Banka kampanyayı dilediği zaman durdurabilir veya koşulları değiştirebilir.;llm;0.7
0211-fe0d36df1542;Türkiye Emlak Katılım Bankası A.Ş.;0211;https://www.emlakkatilim.com.tr/tr/bireysel/yatirim-urunleri;2026-08-09T14:02:14.527092;1.2.0;yatirim_urunu;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Katılım Bankacılığı prensiplerine uygun yatırım fonları, pay senetleri, elektronik ürün senedi (ELÜS), kira sertifikası (sukuk) ve özel fon hesap havuzları üzerinden tasarrufların değerlendirilmesi imkanı.;llm;0.7;;belirtilmemis;0.0;"Bireysel müşterilere yönelik; altın, gümüş, platin hesapları, döviz alım satım, yatırım fonları, hisse senedi, ELÜS ve kira sertifikası işlemleri şubeler ve internet şube üzerinden gerçekleştirilebilir. Fiziki altın talepleri için Altuni Şube hizmeti mevcuttur.";llm;0.7
0212-07d26882fdf8;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/kampanyalar/biz-kart-ile-arkadasini-getir-kazan;2026-08-20T02:19:59.454286;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;mevcut_musteri;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;25000.0;kural;0.854;;belirtilmemis;0.0;;belirtilmemis;0.0;Davet edilen kişinin 8-25 yaş aralığındaki çocukları için yapılan ilk Biz Kart başvurusu ve belirli net para transferi koşulu sağlandığında, davet eden müşteriye kişi başı 500 TL nakit ödül verilmesi.;llm;0.7;2026-08-31;hibrit;0.967;Kampanya mevcut Hayat Finans müşterilerine açıktır. Müşteriler, davet kodu ile yakınlarını davet etmelidir. Davet edilen kişi müşteri olduktan sonra 8-25 yaş aralığındaki çocukları için ilk Biz Kart başvurusunu yapmalı ve kartın bağlı olduğu hesaba 7 gün içinde net 1.000 TL ve üzeri para transferi yapılmalıdır. Davet eden kişi, davet edilen kişinin ilk başvurusu ve transfer koşulu sağlandığında 500 TL nakit ödül kazanır. Bir müşteri en fazla 50 kişi davet edebilir (toplam 25.000 TL). Kampanya 6.000 kişi ve 6.000 Biz Kart ile sınırlıdır. İptal edilen kartlar veya usulsüz işlemler kapsam dışıdır.;llm;0.7
0212-1710923bf91c;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/kampanyalar/avantajli-hesap-musterilerine-ozel-fx-dar-makas-avantaji;2026-08-20T02:19:53.977989;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;yeni_musteri;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;2026-09-17;llm;0.5;Kampanya, 17 Temmuz 2026 sonrası yeni açılacak Hayat Avantajlı Katılma Hesabı sahiplerine özeldir. Sadece Hayat FX üzerinden, resmi iş günleri ve mesai saatleri (08.30-17.30) içinde geçerlidir. Maksimum 5.000 USD veya karşılığı işlem hacmine kadar %0,1 dar makas avantajı sağlanır. Kıymetli maden işlemleri kapsam dışındadır. Hesabın kampanya dönemi içinde kapatılması avantajı sonlandırır.;llm;0.7
0212-1e571c07c9a5;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/isim-kampanyalar/buluttahsilat;2026-08-20T02:20:22.574428;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;segment;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;BulutTahsilat ile tahsilat süreçlerinin dijitalleştirilmesi, online ödeme alma imkanı, operasyonel yükün azaltılması ve finansal süreçlerin düzenli yönetimi. Başvuru sırasında 'HAYATBT' kampanya kodu girilerek avantajlardan faydalanılabilir.;llm;0.7;;belirtilmemis;0.0;KOBİ'ler ve işletmeler için geçerlidir. Başvuru sırasında kampanya kodu alanına 'HAYATBT' kodunun girilmesi gerekmektedir.;llm;0.7
0212-273063a66570;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/kartlar-tuzel;2026-08-09T14:02:41.853423;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Temassız ödeme özelliği ile hızlı alışveriş imkanı.;llm;0.7;;belirtilmemis;0.0;Tüzel müşterilere yönelik banka kartı ürünüdür.;llm;0.7
0212-35aa6e0c7c00;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/kampanyalar/hayatfinansla-islem-yaptikca-kazan;2026-08-20T02:20:02.447598;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;200.0;kural;0.854;;belirtilmemis;0.0;;belirtilmemis;0.0;Günlük bankacılık işlemlerinden (para transferi, fatura ödeme, döviz işlemleri, banka kartı harcaması) nakit ödül kazanma fırsatı. Ödüller Hayat Pay cüzdan hesabına yatırılır.;llm;0.7;2026-12-31;hibrit;0.968;Kazanılan ödüller Hayat Pay cüzdanına yatırılır. Para transferlerinde net tutarın gelen tutarın en az %50'si olması ve aylık en fazla 10 işlem sınırı vardır. Fatura ödemelerinde talimatlı/talimatsız sınırlar ve aylık 5 fatura sınırı uygulanır. Döviz işlemlerinde aylık maksimum 200 TL ödül sınırı vardır. Banka içi havaleler kapsam dışıdır.;llm;0.7
0212-7910f6e3d2a8;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/finansmanlar-is;2026-08-09T14:02:39.743172;1.2.0;finansman;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;İşletme ve firmanızın ihtiyacına uygun nakdi ve gayrinakdi finansman türleri sunulmaktadır.;llm;0.7;;belirtilmemis;0.0;;belirtilmemis;0.0
0212-9b4780a82ca6;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/kampanyalar;2026-08-09T14:02:35.944949;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0
0212-a17b8a9fb71e;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/kampanyalar/hayatfx-ile-gumus-islemleri;2026-08-20T02:20:30.504480;1.2.0;yatirim_urunu;llm;0.8;;belirtilmemis;0.0;tum_musteriler;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Gümüş İşlemlerinde Dar Makas Avantajı;llm;0.7;2026-08-31;hibrit;0.958;Kampanya, 1 Haziran 2026 – 31 Ağustos 2026 tarihleri arasında Hayat FX platformunda gümüş alım/satım işlemi gerçekleştiren tüm bireysel müşteriler için geçerlidir. Dar makas avantajı, yatırım menüsündeki gümüş işlemlerinde uygulanır. İşlem limitleri risk seviyesine göre belirlenmiştir.;llm;0.7
0212-a7b679d9548e;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/isim-kampanyalar/enterprise-ile-arac-kiralamada-indirim-firsati;2026-08-20T02:19:56.686060;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;30.0;kural;0.877;;belirtilmemis;0.0;Hayat Finans Business Kredi Kartı ile Enterprise araç kiralamalarında liste fiyatı üzerinden %30 indirim;llm;0.7;2026-12-31;hibrit;0.965;Kampanya, Türkiye genelindeki Enterprise ofislerinde ve online kiralamalarda geçerlidir. İndirim, tek seferde en fazla 27 günlük kiralamalarda uygulanır. İndirim yalnızca araç kiralama bedeli üzerinden uygulanır. Ek hizmetler ve ilave ürünler kampanya kapsamına dahil değildir. Kampanya diğer kampanya ve indirimlerle birleştirilemez. Araç tahsisi filo müsaitliğine göre gerçekleştirilir. Belirli bir marka veya model garantisi verilmez. Kampanyadan yararlanmak için kiralama sırasında Hayat Finans Business Kredi Kartı'nın ilk 6 hanesi girilmelidir.;llm;0.7
0212-cb6a4dc1dc98;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/kampanyalar/arkadasini-getir-avantajli-hesap-ac-nakit-odul-kazan;2026-08-20T02:20:14.505287;1.2.0;diger;llm;0.8;;belirtilmemis;0.0;mevcut_musteri;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;"Arkadaşını davet eden mevcut müşterilere, davet edilen kişinin Avantajlı Hesap açılışından 30 gün sonra 2.000 TL nakit ödül; davet edilen müşterilere ise Hayat Finans Banka Kartı ile yapılan harcamalarda harcama tutarının %20'si (günlük max 100 TL, toplam max 500 TL) nakit ödül.";llm;0.7;2026-09-17;hibrit;0.967;Kampanya mevcut bireysel müşterilere özeldir. Davet edenin cari hesabı bulunmalıdır. Davet edilen kişinin açtığı ilk Avantajlı Katılma Hesabı'nın 30 gün açık kalması ve bakiyesinin düşmemesi gerekir. Davet eden kişi başı 2.000 TL, toplamda 5 kişi için 10.000 TL'ye kadar ödül kazanabilir. Davet edilen kişi, kart harcamalarıyla ek ödül kazanabilir. Nakit ödüller cari hesaba aktarılır. Mobil cüzdan yüklemeleri, bağışlar, kuyum ve vergi ödemeleri hariçtir.;llm;0.7
0212-d12608b3c384;Hayat Finans Katılım Bankası A.Ş.;0212;https://hayatfinans.com.tr/kartlar;2026-08-09T14:02:37.599460;1.2.0;kart;llm;0.8;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;;belirtilmemis;0.0;Temassız özelliği ile hızlı alışveriş imkanı.;llm;0.7;;belirtilmemis;0.0;Hayat Finans Banka Kartları ile bankacılık işlemleri ve alışverişler hızlıca gerçekleştirilebilir.;llm;0.7
